id,company
294308,WINDOWLIGHT PICTURES
292063,LIPPERT PICTURES
87093,THE WEINSTEIN COMPANY
224141,WALT DISNEY PICTURES
61925,CINEMASTER S.R.L.
52913,CINEMASTER S.R.L.
165159,TITANUS
62715,CINEMASTER S.R.L.
46001,INTERCAPITAL
58083,INTERCAPITAL
11613,EL PICO S.A.
9807,ITALIAN INTERNATIONAL FILM
17681,HANNA-BARBERA PRODUCTIONS
243684,PARAMOUNT PICTURES
257563,NATIONAL FILM BOARD OF CANADA (NFB)
171846,NIKKATSU
24179,TAURUS PRODUKTION
312497,BLUMHOUSE TELEVISION
228967,COLUMBIA PICTURES
177043,WARNER BROS.
207703,TWENTIETH CENTURY FOX FILM CORPORATION
242555,MUSE ENTERTAINMENT ENTERPRISES
85336,CAVIAR FILMS
40387,BRUT PRODUCTIONS
181533,TWENTIETH CENTURY FOX FILM CORPORATION
293380,20TH CENTURY FOX TELEVISION
125154,HERMIC FILMS
51239,LEGACY FILMWORKS
222216,BEIJING STARLIT MOVIE AND TV CULTURE
34515,THE COLLECTIVE
180951,MARWOOD PICTURES
46127,VON ZERNECK SERTNER FILMS
42309,POCKETBOOK PRODUCTIONS
267863,IM GLOBAL
67753,LES FILMS MARCEL PAGNOL
81116,PARAMOUNT PICTURES
212503,FRISBEEFILMS
261820,EPOCH FILMS
120605,1984 PRIVATE DEFENSE CONTRACTORS
259018,MAD CHANCE
175555,LIONS GATE
277368,M6 FILMS
145162,METRO-GOLDWYN-MAYER (MGM)
129062,CONSTANTIN FILM PRODUKTION
44936,JBF
18755,BAD MONKEY PRODUCTIONS
90932,METRO-GOLDWYN-MAYER
182099,NATIONAL FILM BOARD OF CANADA
141058,LIONS GATE FILMS
110323,UGC DISTRIBUTION
51090,PROCIREP
14669,GO PRODUCTIONS
212606,PARADOX SPILLEFILM A/S
215538,COLUMBIA PICTURES CORPORATION
65821,BBC
51017,LIONS GATE FILMS
26540,WARNER BROS. ENTERTAINMENT
62836,ASYLUM ENTERTAINMENT
302118,VEIT HELMER FILMPRODUKTION
33582,LEONINE VERSE
145186,BARNHOLTZ ENTERTAINMENT
158828,BOX OFFICE SPECTACULARS
243856,FILMWERKS
32113,BEACONSFIELD PRODUCTIONS
21240,PETER ROGERS PRODUCTIONS
94674,AVRO TELEVISION
131944,WARNER BROS.
280495,21ST CENTURY FILM CORPORATION
168885,IDIC ENTERTAINMENT
123868,TWENTIETH CENTURY FOX FILM CORPORATION
197647,TWO CITIES FILMS
51416,WARNER BROS.
30102,COLUMBIA PICTURES CORPORATION
168408,TWENTIETH CENTURY FOX FILM CORPORATION
11612,LES PRODUCTIONS FOX EUROPA
114285,HADDOCK FILMS S.R.L.
52228,WARNER BROS.
225898,FUNHOUSE FEATURES
63727,FILMAX
40474,NATIONAL CINEMATOGRAFICA
199155,ALLIED ARTISTS PICTURES
131903,FLASHBACK ENTERTAINMENT
92286,CINEMALAB
250114,NETFLIX
280000,THIRTEEN DISCIPLES
47365,STORMHEART OY
68737,LEGENDARY PICTURES
149170,MOSFILM
91261,MOSFILM
19338,LIETUVOS KINOSTUDIJA
37529,CASTEL FILM ROMANIA
214761,TELECINCO CINEMA
278334,BOLD FILMS
136741,KAZAKHFILM STUDIOS
78093,SCREAM HQ
33990,LE MONDE ENTERTAINMENT
159211,RAI CINEMA
57008,TOM CAT FILMS
101791,BLACK & BLUE FILMS
16825,"COPERCINES, COOPERATIVA CINEMATOGRÁFICA"
240906,LIGHTHOUSE PICTURES
16412,INSIGHT FILM STUDIOS
115084,NEW HORIZONS PICTURE
298533,TELEFILM CANADA
41897,TRITONE CINEMATOGRAFICA
280509,BBC DRAMA PRODUCTIONS
79376,FILMS SACHA GORDINE
84193,MOXIE FIRECRACKER FILMS
99946,METRO-GOLDWYN-MAYER (MGM)
201018,LES FILMS ALAIN SARDE
241804,METRO-GOLDWYN-MAYER (MGM)
18948,20TH CENTURY FOX HOME ENTERTAINMENT
43968,METRO-GOLDWYN-MAYER (MGM)
39342,FIGHTIN' FAMILY PRODUCTIONS
86209,TWENTIETH CENTURY FOX FILM CORPORATION
144595,EYEWORKS FILM
25797,AVRO TELEVISION
129579,DEVON FILM
121342,DANIA FILM
58080,DANIA FILM
105860,DANIA FILM
75754,FLORA FILM
80067,DANIA FILM
19946,DEVON FILM
39973,DANIA FILM
27905,DANIA FILM
67219,DANIA FILM
43548,DANIA FILM
64666,DANIA FILM
67221,DANIA FILM
48805,DANIA FILM
75136,CARLTON FILM EXPORT
75137,CARLTON TELEVISION
75138,CELTIC FILMS ENTERTAINMENT
69787,CENTRAL
151068,SOVKINO
300706,LOST RHINO FILMS
64998,SHAW BROTHERS
227359,STEAMROLLER PRODUCTIONS
286532,SYCAMORE PICTURES
271185,DECIPHER ENTERTAINMENT
70984,STILL SILENT FILMS INC.
13383,CINEMATOGRÁFICA CALDERÓN S.A.
96921,LA GÉNÉRALE D'IMAGES
111022,BLACK VALLEY FILMS
85654,PARAMOUNT PICTURES
30305,WVG MEDIEN GMBH
190165,GAUMONT BRITISH PICTURE CORPORATION
15888,WHISKERS POST PRODUCTION
33730,THE MIRISCH CORPORATION
135047,SHANGRI-LA ENTERTAINMENT
266031,MANTARRAYA PRODUCCIONES
287486,SOLAR FILMS INC.
287301,SOLAR FILMS INC.
289183,EDITH FILM OY
300487,OY BUFO AB
293491,SVERIGES TELEVISION (SVT)
82967,PRIMITIVE ENTERTAINMENT
92321,BRAINS BASE
196867,COLUMBIA PICTURES
28532,GIOVANNI ADDESSI PRODUZIONE CINEMATOGRAFICA
297222,RAJKUMAR HIRANI FILMS
126927,COMMONWEALTH UNITED ENTERTAINMENT
296626,HFD PRODUCTIONS
42996,IRWIN ALLEN PRODUCTIONS
84100,FIRST NATIONAL PICTURES
48854,ARTE
116977,THRESHOLD ENTERTAINMENT
81878,GEORGE KING PRODUCTIONS
27399,UNIVERSAL INTERNATIONAL PICTURES (UI)
65186,QUICKSILVER FILMS
95060,UNITED ARTISTS
272663,ALLIED ARTISTS PICTURES
72474,WARNER BROS.
106821,TWENTIETH CENTURY FOX FILM CORPORATION
124115,WARNER BROS.
29365,COLUMBIA PICTURES CORPORATION
98010,TWENTIETH CENTURY FOX FILM CORPORATION
42706,TRIMARK PICTURES
29628,D & P PRODUCTIONS
252529,TORNASOL FILMS S.A.
173732,TOTAL FILMES
288581,SIGNE BAUMANE STUDIO
43635,GAGA
266040,ANGOA-AGICOA
153854,VERISIMILITUDE
253065,CJ ENTERTAINMENT
125891,SVENSK FILMINDUSTRI (SF)
46616,RKO RADIO PICTURES
244049,AASHIRVAD CINEMAS
21605,PATHÉ PICTURES INTERNATIONAL
28763,PLANET FILM PRODUCTIONS
135832,CARTOON SALOON
75298,LENFILM STUDIO
19365,FULL GLASS FILMS
157674,ANN AND PHELIM MEDIA
209293,CHRISTAL FILMS
276908,ANONYMOUS CONTENT
42811,METRO-GOLDWYN-MAYER (MGM)
240881,ABERRATION FILMS
56539,AMERICAN INTERNATIONAL PICTURES (AIP)
106136,ELEVEN-55 FILMS
49391,EALING STUDIOS
162059,WARNER BROS.
16365,AMEN RA FILMS
152986,WARNER BROS.
142012,ROBERT LAWRENCE PRODUCTIONS
105404,UNITED ARTISTS
16460,WONDERWORLD STUDIOS
26728,PAWS
19993,ENCANTO ENTERPRISES
133704,DAKOTA PICTURES
37238,BEDFORD PICTURES INC.
31609,KOO KOO BANANA
94568,FOUR LEAF PRODUCTIONS
50392,MOVIWORLD
159638,HERNANY PERLA FILMS
303542,INDIGO FILM
17825,M6 FILMS
198184,COLUMBIA PICTURES
130925,WALT DISNEY PICTURES
141423,PIXAR ANIMATION STUDIOS
256835,PIXAR ANIMATION STUDIOS
241930,GOLD LION FILMS
265297,RÉGION ILE-DE-FRANCE
42012,SEASONAL FILM CORPORATION
128946,AB PUBLIKFILM
42759,CCC FILMKUNST GMBH
36339,ASSOCIATED BRITISH-PATHÉ
73027,THE RANK ORGANISATION
190474,IRVING ALLEN PRODUCTIONS
121611,METRO-GOLDWYN-MAYER (MGM)
253454,SHOCHIKU
232175,DAY TWENTY- EIGHT FILMS
18682,EUTERPE
117942,SPY GLOBAL MEDIA
61038,PANTELION FILM
33709,METRO-GOLDWYN-MAYER (MGM)
130452,WARNER BROS.
111317,HAL ROACH STUDIOS
150247,METRO-GOLDWYN-MAYER (MGM)
207871,MEDDIN STUDIOS
285700,ROCK FILM STUDIO
260346,TWENTIETH CENTURY FOX FILM CORPORATION
201088,UNIVERSAL PICTURES
147903,COLUMBIA PICTURES CORPORATION
259912,JADRAN FILM
197737,METRO-GOLDWYN-MAYER (MGM)
213603,COUNTERPOINT FILMS
144610,JOE SIU INTERNATIONAL FILM
36463,CLOVER PRODUCTIONS
315360,NORDISK FILM
72240,ELEPHANT FILMS
126644,GOSKINO
315057,SF FILM FINLAND OY
315044,NORDISK FILM
38898,"ZESPÓL FILMOWY ""KADR"""
193348,"ZRF ""KADR"""
26700,FILMAX ENTERTAINMENT
294652,MEDIA HOUSE CAPITAL
38267,BRUTON FILM PRODUCTIONS
66969,SELB-FILM
92251,ASCOT
87101,PARAMOUNT PICTURES
71456,LARGO ENTERTAINMENT
118943,BIOGRAPH COMPANY
26621,CBS FILMS
86705,IRWIN ENTERTAINMENT
75874,DAGONET
92452,SUB POP RECORDS
288158,VERTIGO ENTERTAINMENT
126432,TOHO COMPANY
203534,KILLER FILMS
3057,HALLMARK ENTERTAINMENT
199591,DEMAREST FILMS
24023,NORDISK FILM
24026,NORDISK FILM
11752,CONSTANTIN FILM
9755,LIONS GATE FILMS
774,SOCIÉTÉ LUMIÈRE
163250,AMBLIN TELEVISION
261207,AMBLIN TELEVISION
37775,COLUMBIA FILMS S.A.
37768,INTERCAPITAL
37777,INTERCAPITAL
23273,SCENA FILM
62491,C.G. SILVER FILM
42674,CECCHI GORI GROUP TIGER CINEMATOGRAFICA
22728,CECCHI GORI GROUP TIGER CINEMATOGRAFICA
20414,FILMAURO
36298,WARNER BROS.
267573,LOTTE ENTERTAINMENT
221437,AMUSE SOFT ENTERTAINMENT
261768,AVENUE PICTURE
199925,CELLULOID DREAMS
267872,"MOTION PICTURE GROUP, THE"
30091,ANONYMOUS CONTENT
38183,ANONYMOUS CONTENT
251555,ATRESMEDIA CINE
132601,WONDERWORLD STUDIOS
137079,ZAD COMMUNICATION & PRODUCTION
21447,ORIGEN P.C.
14749,WALT DISNEY STUDIOS HOME ENTERTAINMENT
298935,SHOOT FIRST ENTERTAINMENT
55316,RIZZOLI FILMS
44522,COMPAGNIA CINEMATOGRAFICA MONDIALE (CCM)
31270,CORONA CINEMATOGRAFICA
33336,FRANCO LONDON FILMS
208763,UNIVERSAL PICTURES
80145,CANAL+ ESPAÑA
212756,IRISH FILM BOARD
264048,FUTURE FILMS
289394,A&E TELEVISION NETWORKS
64926,SVENSK FILMINDUSTRI (SF)
96546,MINERVA FILM SPA
120539,BBC
78358,CORALTA CINEMATOGRAFICA
67756,LES FILMS MARCEL PAGNOL
50107,WARNER BROS.
88209,PARAMOUNT PICTURES
23107,WARNER BROS.
101598,WARNER BROS.
36635,WARNER BROS.
37482,BENEDICT BOGEAUS PRODUCTION
274007,LIGHTHOUSE PICTURES
13654,WALT DISNEY PICTURES
65611,DARBOR FILMS
54518,INSURGE PICTURES
19824,TAPESTRY FILMS
101660,WARNER BROS. TELEVISION
4226,ENDLESS ENTERTAINMENT
230222,CONSTANTIN FILM PRODUKTION
13360,DAVIS-PANZER PRODUCTIONS
15434,BOLL KINO BETEILIGUNGS GMBH & CO. KG
85373,VERTIGO ENTERTAINMENT
24655,UNIVERSAL PICTURES
244688,SILVER NITRATE PICTURES
78383,LIONS GATE
125509,SUMMIT ENTERTAINMENT
50326,GREEN/EPSTEIN PRODUCTIONS
200085,ILOVECINEMA
5139,BONNE PIOCHE PRODUCTIONS
257648,BONA FILM GROUP
181330,HARTBEAT PRODUCTIONS
121734,STUDIO CANAL
70008,NGN PRODUCTIONS
18015,NU IMAGE FILMS
60575,AFTER DARK FILMS
250225,PIONEER PICTURES
256876,RUSSIAN FILM COMMITTEE
161529,4 1/2
33932,YARI FILM GROUP
174645,MARGATE HOUSE FILMS
19033,TRIGGER STREET
72359,34TH STREET FILMS
10055,MINDFIRE ENTERTAINMENT
53459,GATLIN PICTURES
239562,LIONSGATE
209901,ANCHOR BAY FILMS
25597,BARUNSON FILM DIVISION
161321,STEELYARD PICTURES
15426,COLD IRON PICTURES
15616,DINOVI PICTURES
51250,CHEETAH VISION
19066,RAW FEED
52916,UNITED ARTISTS
77879,WWE STUDIOS
293262,FOCUS FEATURES
209416,A&E INDIEFILMS
270303,NORTHERN LIGHTS FILMS
194817,ALBION FILM CORP. (I)
269173,UNSTOPPABLE ENTERTAINMENT
54415,GIANT FLICK FILMS
152273,ANAGRAM PRODUKTION
24745,RKO PICTURES
75074,FREEDOM FILMS
98582,TVE
28635,OVERSEAS FILMGROUP
31183,HALLMARK ENTERTAINMENT
119738,WARNER PREMIERE
287084,BLUMHOUSE PRODUCTIONS
110393,ARTE
139662,EROS INTERNATIONAL
14440,EYEWORKS TOUCHDOWN
19288,LIONS GATE ENTERNTAINMENT
26588,LIONSGATE
38166,THE MOVIE NETWORK (TMN)
18616,"INSTITUTION, THE"
22175,HAPPY MADISON PRODUCTIONS
27770,TRIMARK PICTURES
37526,TRIMARK PICTURES
16191,HEMDALE FILM CORPORATION
146631,HAWTHORN PRODUCTIONS
38602,NORMAN ROSEMONT PRODUCTIONS
30934,GRENADIER FILMS
29919,BRILLSTEIN-GREY ENTERTAINMENT
65762,KINTOP PICTURES
68189,LASIHELMI FILMI OY
86240,JOHN HOUSEMAN PRODUCTIONS
56624,WESTDEUTSCHER RUNDFUNK (WDR)
222715,COMIX WAVE
98612,PANDORA FILMPRODUKTION
114982,WILD BUNCH
59298,NIPPON TELEVISION NETWORK (NTV)
38020,DEATHBEAST PRODUCTIONS
160704,CJ ENTERTAINMENT
242452,NEW. ALL RIGHTS RESERVED.
118139,FIRST NATIONAL PICTURES
269165,TV-60 FILMPRODUKTION
276819,YORAM GROSS FILMS
3483,ADA FILMS
63139,CHEETAH VISION
44678,DARCLIGHT FILMS
19254,PETER ROGERS PRODUCTIONS
19300,THE RANK ORGANISATION
61411,TWENTIETH CENTURY FOX FILM CORPORATION
47212,GREAT AMERICAN FILMS LIMITED PARTNERSHIP
88359,UNITED ARTISTS
25441,WALT DISNEY PICTURES
47891,LAKESHORE DRIVE ENTERTAINMENT
234567,WALT DISNEY PICTURES
277432,YASH RAJ FILMS
23338,MONOGRAM PICTURES CORPORATION
63472,CONSOLIDATED DOCUMENTARIES
177566,THE ASYLUM
113237,RD-DR PRODUCTIONS
23178,NAVARONE PRODUCTIONS
15671,HUGHES CAPITAL ENTERTAINMENT
174594,FINE ARTS FILM COMPANY
58231,SCREEN GEMS
86901,REPUBLIC PICTURES
68659,COLUMBIA PICTURES CORPORATION
147764,FILMATICS
109161,TRISTAR PICTURES
15558,MILLENNIUM FILMS
29077,COLUMBIA PICTURES
38157,OVERSEAS FILMGROUP
243568,PEACEOUT PRODUCTIONS
36251,WARNER BROS. TELEVISION
32845,FILMS IN MOTION
29083,ALLEGRO FILMS
111443,MOD PRODUCCIONES
47914,UNITED ARTISTS
42185,NU IMAGE FILMS
26817,FERNWOOD PRODUCTIONS INC.
13903,OPEN SKY ENTERTAINMENT
41275,UNIFIED FILM ORGANIZATION (UFO)
229839,REEL ONE ENTERTAINMENT
254188,XYZ FILMS
167683,TELEIMAGE
215931,SUNNY SIDE UP FILMS
4344,KOMPLIZEN FILM
48193,FILMIRAGE S.R.L.
260872,PRODUZIONI ATLAS CONSORZIATE (P.A.C.)
292133,NAIS FILM
47605,NAIS FILM
168320,ZENTROPA ENTERTAINMENTS
67298,GOODTIMES ENTERPRISES
29352,CINEMATOGRÁFICA PELIMEX
96106,CINEMATOGRÁFICA PELIMEX
112481,BOXOFFICE INTERNATIONAL PICTURES (BIP)
48594,TELEVISIÓN ESPAÑOLA (TVE)
216440,CANANA FILMS
287169,WARNER BROS.
70738,METRO-GOLDWYN-MAYER (MGM)
58448,NGN PRODUCTIONS
295689,METRO-GOLDWYN-MAYER (MGM)
174442,METRO-GOLDWYN-MAYER (MGM)
151509,RELEVANT
247691,TWENTIETH CENTURY FOX FILM CORPORATION
262176,FAMOUS PLAYERS LIMITED
218582,WARNER BROS.
79631,LES FILMS MARCEL PAGNOL
167882,OSMOND PRODUCTIONS
257925,DAIEI STUDIOS
45627,WARNER BROS.
104606,SHAW BROTHERS
186691,WARNER BROS.
258200,REPUBLIC PICTURES (I)
287299,NEW WAVE ENTERTAINMENT TELEVISION
241552,HECHT-HILL-LANCASTER PRODUCTIONS
90949,DALIA PRODUCTIONS
218369,RKO RADIO PICTURES
125229,DAIEI STUDIOS
39766,20TH CENTURY FOX TELEVISION
40502,AUSTRALIAN FILM FINANCE CORPORATION (AFFC)
44025,LONDON FILM PRODUCTIONS
262454,DISCINA
87936,BRITISH LION FILM CORPORATION
205608,UCLA FILM AND TELEVISION ARCHIVE
200358,PHANTOM FILMS
54602,SKATELAND PRODUCTIONS
30178,MAINFRAME ENTERTAINMENT
73290,RIALTO FILMS
29812,GUN FOR HIRE FILMS
24330,HAXAN FILMS
56913,ZED FILMWORKS
44919,WARNER BROS.
50687,NEO MOTION PICTURES
74911,RKO RADIO PICTURES
25507,METRO-GOLDWYN-MAYER (MGM)
171363,ANTENA LATINA FILMS
208447,GLORIETA FILMS
94720,SALTO FILMS
52448,LEACH/RANKIN PRODUCTIONS
193873,METRO-GOLDWYN-MAYER (MGM)
142897,HBO SPORTS
185110,GAGA
45235,COLUMBIA PICTURES CORPORATION
177440,COLUMBIA PICTURES
121369,HILL-HECHT-LANCASTER PRODUCTIONS
270672,BACKROW STUDIOS
185078,LUX FILM
259593,TWENTIETH CENTURY FOX FILM CORPORATION
97024,METRO-GOLDWYN-MAYER (MGM)
248553,COLUMBIA PICTURES CORPORATION
248469,METRO-GOLDWYN-MAYER (MGM)
104485,PARAMOUNT PICTURES
87914,RKO RADIO PICTURES
74759,LONDON FILM PRODUCTIONS
170368,PRODUÇÕES CUNHA TELLES
29236,METRO-GOLDWYN-MAYER (MGM)
290379,COSMOPOLITAN PRODUCTIONS
174762,METRO-GOLDWYN-MAYER (MGM)
37066,METRO-GOLDWYN-MAYER (MGM)
74420,RKO RADIO PICTURES
205673,WARNER BROS.
44669,COLUMBIA PICTURES CORPORATION
26385,COLUMBIA PICTURES
253794,KHOURY A MARRIOT PRODUCTION
235092,GALAWORLDFILM PRODUCTIONS
194481,SEVEN ARTS PRODUCTIONS
149957,KATZMAN CORPORATION
100540,ALTERNATE ENDING STUDIOS
37462,COLUMBIA PICTURES CORPORATION
117004,METRO-GOLDWYN-MAYER (MGM)
146449,FIRST NATIONAL PICTURES
92287,METRO-GOLDWYN-MAYER (MGM)
28486,TIGER ASPECT PRODUCTIONS
55045,INTERNATIONAL PRODUCTION COMPANY
18598,SUMMERTIME FILMS
55872,SOL LESSER PRODUCTIONS
22451,FOCUS FILMS
174343,UNIFIED PICTURES
21935,UNIVERSAL STUDIOS HOME ENTERTAINMENT FAMILY PRODUCTIONS
33546,UNIVERSAL PICTURES
15166,ASCENSION PICTURES
229221,FIRST NATIONAL PICTURES
58309,STUDIOCANAL
73313,METRO-GOLDWYN-MAYER (MGM)
114299,BARNESOLOGY PICTURES
25407,RKO RADIO PICTURES
29996,EDWARD SMALL PRODUCTIONS
35153,HEAVY PRODUCTIONS
54940,GREEN COMMUNICATIONS
18278,AFTER DARK FILMS
42619,UNIVERSAL PICTURES
81972,TARANTULA
40578,WARNER BROS.
68116,FUEL ENTERTAINMENT
42187,NU IMAGE FILMS
29052,HAMMER FILM PRODUCTIONS
3686,JADRAN FILM
45752,WARNER HOME VIDEO
209401,BRITISH FILM INSTITUTE (BFI)
33037,HANNA-BARBERA PRODUCTIONS
135260,AICA CINEMATOGRAFICA S.R.L
64628,FLORA FILM
75958,FLORA FILM
161243,TLA RELEASING
129359,NORDISK TONEFILM
315362,NORDISK FILM
120657,METRO-GOLDWYN-MAYER (MGM)
171446,FIRST NATIONAL PICTURES
219424,METRO-GOLDWYN-MAYER (MGM)
108822,CANAL+
245169,VROOM PRODUCTIONS
48409,PARAMOUNT PICTURES
136663,APRIL FILMS
247604,METRO-GOLDWYN-MAYER (MGM)
90956,MONOGRAM PICTURES
116232,METRO-GOLDWYN-MAYER (MGM)
138513,ELKINS ENTERTAINMENT
214909,LOEW'S
153163,METRO-GOLDWYN-MAYER (MGM)
56599,KATSU PRODUCTION CO. LTD.
107999,METRO-GOLDWYN-MAYER (MGM)
27858,WARNER BROS.
63039,HALLMARK ENTERTAINMENT
122192,BABE FILMS
30554,COLUMBIA PICTURES CORPORATION
98368,LIFELIKE PICTURE
72693,METRO-GOLDWYN-MAYER (MGM)
84575,20TH CENTURY PICTURES
33030,RKO RADIO PICTURES
49776,METRO-GOLDWYN-MAYER (MGM)
11496,CINECITTÀ
133365,DARLOW SMITHSON PRODUCTIONS
52627,KINGS ROAD ENTERTAINMENT
47963,SALLY HEAD PRODUCTIONS
63339,HAT TRICK PRODUCTIONS
44921,TWENTIETH CENTURY FOX FILM CORPORATION
102222,SIGNATURE PICTURES
246011,COMPASS ENTERTAINMENT
77172,AUSTRALIAN BROADCASTING CORPORATION
27771,TRIMARK PICTURES
18684,"MIRISCH CORPORATION, THE"
70703,LE BIG BOSS PRODUCTIONS
33545,INTERNATIONAL FILM MANAGEMENT
36835,EUROCINÉ
24102,UNIVERSAL CARTOON STUDIOS
17885,FIRST NATIONAL PICTURES
56529,SAN FRANCISCO INDEPENDENT CINEMA
13480,MOFFITT-LEE PRODUCTIONS
54164,LES PRODUCTIONS ARTISTES ASSOCIÉS
7085,JADRAN FILM
32139,WATERSHED ENTERTAINMENT
255692,BUNK 11 PICTURES
23122,ROAD SHOW ATTRACTIONS
53729,REDWOOD PALMS PICTURES
28468,SAN FRANCISCO FILM
27417,GLASS EYE PIX
58718,ALCOVE ENTERTAINMENT
25556,UNIVERSAL STUDIOS
42703,HAROLD HECHT PRODUCTIONS
29237,TWENTIETH CENTURY FOX FILM CORPORATION
71461,STAGEREEL
34734,PLAYARTE
85609,METRO-GOLDWYN-MAYER (MGM)
48358,ANASAZI PRODUCTIONS
84905,WARNER BROS.
25550,METRO-GOLDWYN-MAYER (MGM)
171232,METROMEDIA PRODUCERS
149515,FAMOUS PLAYERS-LASKY CORPORATION
57016,CLINICA ESTETICO
113210,UNIVERSAL TV
99234,TWENTIETH CENTURY FOX FILM CORPORATION
29284,MASTHEAD PRODUCTIONS
70734,INSPIRATION PICTURES
116639,FIRST NATIONAL PICTURES
44766,METRO-GOLDWYN-MAYER (MGM)
25587,UNIVERSAL CARTOON STUDIOS
38269,CARMEL PRODUCTIONS
42305,PARAMOUNT PICTURES
39829,UNIVERSAL TV
47003,PARAMOUNT PICTURES
35668,AMICUS PRODUCTIONS
62108,RONALD J. KAHN PRODUCTIONS
42468,PARAMOUNT PICTURES
13013,APPLE FILMS
105902,HARBOUR PICTURES
70810,TYBURN FILM PRODUCTIONS LIMITED
42904,LARRY LEVINSON PRODUCTIONS
42783,FOUR-LEAF PRODUCTIONS
65496,LES FILMS DU KIOSQUE
251768,DC COMICS
259074,WT CANADA PRODUCTIONS
70877,WWE STUDIOS
61168,FILMCOLONY
37404,RENAISSANCE PICTURES
86059,METRO-GOLDWYN-MAYER (MGM)
18920,SVT
150229,DEED FILMS
256740,NAZZ PRODUCTIONS
36283,UNITED ARTISTS
43448,RKO RADIO PICTURES
57258,BRYNA PRODUCTIONS
41589,OVERSEAS FILMGROUP
51438,CANADIAN FILM OR VIDEO PRODUCTION TAX CREDIT (CPTC)
21518,FETCH BOY FILMS LTD.
26266,TÉLÉFILM CANADA
48844,WALT DISNEY STUDIOS HOME ENTERTAINMENT
70587,WALT DISNEY STUDIOS HOME ENTERTAINMENT
78047,WALT DISNEY STUDIOS HOME ENTERTAINMENT
142308,WALT DISNEY STUDIOS HOME ENTERTAINMENT
149910,KEY PIX PRODUCTIONS
71376,REPUBLIC PICTURES
173793,KEYSTONE PICTURES
26042,TRIMARK PICTURES
59120,REBEL FILM BV
60853,WARNER BROS.
67659,FILMES CINEMATOGRAFICA
31277,TAG ENTERTAINMENT
73548,TAG ENTERTAINMENT
77874, BRAEBURN ENTERTAINMENT
133446,BRAEBURN ENTERTAINMENT
210059,CHECK ENTERTAINMENT
240913,CHECK ENTERTAINMENT
283105,CHECK ENTERTAINMENT
51768,LARRY LEVINSON PRODUCTIONS
58012,HAL ROACH STUDIOS
113215,UNIVERSAL TV
113209,UNIVERSAL TV
174769,RKO RADIO PICTURES
274060,WARNER BROS.
246218,MONUMENT PICTURES
102078,JAGUAR PRODUCTIONS
84906,WARNER BROS.
35986,TUDOR-ALLIANCE
153228,WARNER BROS.
49483,NORMAN ROSEMONT PRODUCTIONS
40858,UNITED ARTISTS
215299,LOEW'S
109933,TWENTIETH CENTURY FOX FILM CORPORATION
5201,METRO-GOLDWYN-MAYER (MGM)
89743,UNITED ARTISTS
64130,INTERNATIONAL PRODUCTION COMPANY
47884,WARNER BROS.
84312,INDION ENTERTAINMENT GROUP
4529,PECF
218443,CTB FILM COMPANY
79190,BRON STUDIOS
78094,SOUTH AUSTRALIAN FILM CORPORATION
56146,DAVID L. LOEW-ALBERT LEWIN
66812,LES FILMS JEAN RENOIR
1790,KING BROTHERS PRODUCTIONS
47882,WARNER BROS.
112648,PHOENICIAN ENTERTAINMENT
47883,WARNER BROS.
98293,COLUMBIA PICTURES CORPORATION
260535,UNIVERSAL PICTURES
90376,MOTION PICTURE CORPORATION OF AMERICA (MPCA)
16089,TWENTIETH CENTURY FOX FILM CORPORATION
136867,WGBH
35405,TWENTIETH CENTURY FOX FILM CORPORATION
49429,TRIBAL ALLIANCE
63512,AMERICAN INTERNATIONAL PICTURES (AIP)
79521,WARNER BROS.
16997,COMPANY PICTURES
60543,CINECITTÀ
49050,FULL MOON ENTERTAINMENT
26316,OAKMONT PRODUCTIONS
71945,METRO-GOLDWYN-MAYER (MGM)
58664,COMMOTION PICTURES
27376,ALTA VISTA PRODUCTIONS
29400,HAMMER FILM PRODUCTIONS
60173,FILMWERKS
107096,FILMWERKS
43407,TOHO FILM (EIGA) CO. LTD.
44773,THE ASYLUM
38132,ARTISAN ENTERTAINMENT
44381,AUSTRALIAN FILM FINANCE CORPORATION (AFFC)
26538,RANKIN/BASS PRODUCTIONS
16309,"ASYLUM, THE"
106968,MIRAMAX FILMS
39044,HAMMER FILM PRODUCTIONS
32387,UNIVERSAL PICTURES
76864,SANDREWS
25386,THE RANK ORGANISATION
34586,FAWZI VISION
54613,TWENTIETH CENTURY FOX FILM CORPORATION
87514,WALTER SELTZER PRODUCTIONS
3582,DIMITRI DE GRUNWALD PRODUCTION
45568,BLACK CAMEL PICTURES
37608,COLUMBIA PICTURES
23816,STARZ PRODUCTIONS
48374,SHOWTIME NETWORKS
30402,THE ASYLUM
99732,FIRST NATIONAL PICTURES
45662,WONDERWORLD STUDIOS
44775,HAL ROACH STUDIOS
11643,WOLPER PICTURES
50364,RUBY FILMS
171130,WARNER BROS.
103934,METRO-GOLDWYN-MAYER (MGM)
43866,METRO-GOLDWYN-MAYER (MGM)
28321,CINEPRODUZIONI DAUNIA 70
89651,CINEPRODUZIONI DAUNIA 70
74379,CINEMASTER S.R.L.
65320,DIVINA-FILM
55685,INTERNATIONAL DAUNIA FILM
59117,ANTENA 3 FILMS
254869,AMIGUETES ENTERTAINMENT
109689,ZETA AUDIOVISUAL
76341,VILLAGE ROADSHOW PICTURES
280092,SONY PICTURES
140607,LUCASFILM
